name,department_name,teaching_staff_at_the_department,total_number_of_students,number_of_master_degree_students,total_score_for_support_in_the_study_entry_phase,graduations_in_appropriate_time_undergraduate_degrees,share_of_anglophone_research_groups,teacher_support,support_in_studies,courses_offered,teaching_of_technical/professional_competence,teaching_of_methodological_competence,teaching_of_interdisciplinary_competence,study_organisation,exams,laboratory_internships,excursions,research_orientation,job_market_preparation,support_for_stays_abroad,rooms,library,it_infrastructure,overall_study_situation,schoolpractice,teacher_qualification_students,teacher_qualification_programmes,teacher_qualification_centre,teacher_qualification_monitor_in_german,further_degree_courses_of_the_department,degree_courses,url,percentage_of_teaching_by_practitioners,graduations_in_appropriate_time_masters,outgoing_students,bachelor_theses_in_cooperation_with_work_environment,master_theses_in_cooperation_with_work_environment,share_of_professors_with_work_experience,publications_per_professor,third_party_funds_per_academic,doctorates_per_professor,research_reputation,return_rate_of_the__questionnaires,students_in_cooperative_education,international_orientation_bachelors,international_orientation_masters,contact_with_work_environment_bachelors,contact_with_work_environment_masters,publications_per_academic,transition_to_masters_studies,provision_of_instruments_pre_clinical,provision_of_instruments_for_clinical_studies,citations_per_publication,third_party_funds_per_professor,habilitation_treatises_in_ten_years,dentists_chairs,phantom_heads,laboratories,share_of_external_repetitions_visited,exam_preparation,exams_preparation___specific_offers,exams_preparation___training,exams_preparation___addiotional_services,exam_results,assistance_with_exam_preparation,self_study_places,habilitation_treatises_per_ten_professors,support_in_bedside_teaching,dovetailing_of_pre_clinic_and_clinic_studies,clerkship,skills_labs,cooperative_doctoral_degrees_in_three_years,support_during_practical_semester,sports_facilities,publications_per_professor_in_business_administration,publications_per_professor_in_economics,professional_qualification_for_architects,scientific_artistical_orientation,workstations,professors_with_own_engineering_company,extent_of_interlinking,coordination_of_theory_and_practice_phases,subject_specific_equipment,study_quality_funds_for_excursions
Otto-von-Guericke-Universität Magdeburg,Fakultät für Verfahrens- und Systemtechnik at the Uni Magdeburg,,360,310,10/14points,<10 graduades/year in at least one of the years surveyed; source: department survey,,1.7,2.0,2.0,,,,1.8,,,,2.0,,2.1,,,,,,,,,,none,"[{'name': 'Safety and Risk Prevention (B.Sc.)\n(IntDiscip)', 'url': 'https://ranking.zeit.de/che/en/studiengang/36026'}, {'name': 'Biosystems Engineering (Mas)\n(BT)', 'url': 'https://ranking.zeit.de/che/en/studiengang/36024'}, {'name': 'Process Engineering (B.Sc.)\n(PE)', 'url': 'https://ranking.zeit.de/che/en/studiengang/36028'}, {'name': 'Environmental Engineering and Energy Process Engineering (B.Sc.)\n(EnvE)', 'url': 'https://ranking.zeit.de/che/en/studiengang/36027'}, {'name': 'Industrial Chemistry: Molecular and Structural Product Design (B.Sc.)\n(CE)', 'url': 'https://ranking.zeit.de/che/en/studiengang/36025'}, {'name': 'Safety and Risk Prevention (M.Sc.)\n(IntDiscip)', 'url': 'https://ranking.zeit.de/che/en/studiengang/36033'}, {'name': 'Biosystems Engineering (Mas)\n(BT)', 'url': 'https://ranking.zeit.de/che/en/studiengang/36029'}, {'name': 'Process Engineering (M.Sc.)\n(PE)', 'url': 'https://ranking.zeit.de/che/en/studiengang/36035'}, {'name': 'Environmental Engineering and Energy Process Engineering (M.Sc.)\n(EnvE)', 'url': 'https://ranking.zeit.de/che/en/studiengang/36034'}, {'name': 'Industrial Chemistry: Molecular and Structural Product Design (M.Sc.)\n(CE)', 'url': 'https://ranking.zeit.de/che/en/studiengang/36031'}, {'name': 'Chemical and Energy Engineering (M.Sc.)\n(PE)', 'url': 'https://ranking.zeit.de/che/en/studiengang/36030'}, {'name': 'Sustainable Energy Systems (M.Sc.)\n(EnvE)', 'url': 'https://ranking.zeit.de/che/en/studiengang/36032'}, {'name': 'Process Safety and Environmental Engineering (M.Sc.)\n(EnvE)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41039'}]",https://ranking.zeit.de/che/en/fachbereich/11099?subfach=110,10.0%,36.5%,0.0%,16.2%,15.2%,35.0%,,116.2T€,2.4,,,,,,4/11points,4/11points,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otto-von-Guericke-Universität Magdeburg,Fakultät für Naturwissenschaften at the Uni Magdeburg,,480,190,8/14points,85.0%,,2.8,3.0,3.6,,,,,2.6,,,2.0,3.5,,2.4,1.8,2.5,3.0,,,,,,none,"[{'name': 'Psychology (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/17499'}, {'name': 'Psychology (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/24221'}]",https://ranking.zeit.de/che/en/fachbereich/133575,,45.9%,0.0%,,,,,63.8T€,0.5,,,,2/9points,2/9points,,,2.4,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otto-von-Guericke-Universität Magdeburg,Fakultät für Humanwissenschaften at the Uni Magdeburg,,460,96,11/14points,66.7%,,,,,,,,,,,,less than 15 answers,less than 15 answers,less than 15 answers,,,,,,90,teacher qualification degree courses are offered,Link,Link,none,"[{'name': 'Sport und Technology (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/34416'}, {'name': 'Sport Science with a focus on Recreational and Competetive Sport/Psychology (B.A.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/34415'}, {'name': 'Sport Science with a focus on Health and Rehabilitation (B.A.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/22363'}, {'name': 'Sport Science (M.A.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/34417'}, {'name': 'Sport und Technology (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/34418'}, {'name': 'International Master in Performance Analysis of Sport (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/34633'}]",https://ranking.zeit.de/che/en/fachbereich/430604,,45.2%,2.0%,24.9%,42.9%,50.0%,33.3,25.8T€,0.7,,,,,2/9points,1/11points,2/11points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europa-Universität Flensburg,"Institut für mathematische, naturwissenschaftliche und technische Bildung at the Europa-Uni Flensburg",,,,no data available,,,1.6,2.5,3.0,,,,2.4,2.4,,,,,,2.0,3.2,2.8,2.2,2.2,290,,Link,Link,none,[],https://ranking.zeit.de/che/en/fachbereich/420155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europa-Universität Flensburg,Internationales Institut für Management und ökonomische Bildung at the Europa-Uni Flensburg,,750,,no data,89.1%,,,,,,,,,,,,,,,,,,,,,,,,,[],https://ranking.zeit.de/che/en/fachbereich/100233,no data,71.6%,no data,no data,no data,no data,< 3 professors,,,< 1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europa-Universität Flensburg,"Institut für mathematische, naturwissenschaftliche und technische Bildung at the Europa-Uni Flensburg",,0,no Master's degree courses offered,6/14points,teacher qualification courses only,,,no survey,,no survey,no survey,no survey,no survey,,no survey,,,,,,,,no survey,,90,teacher qualification degree courses are offered,Link,Link,none,[],https://ranking.zeit.de/che/en/fachbereich/491009,,,,,,,,,,,no participation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europa-Universität Flensburg,Institut für Erziehungswissenschaften at the Europa-Uni Flensburg,no data,80,70,,no data available,,no survey,no survey,no survey,,,,no survey,no survey,,,no survey,no survey,no survey,no survey,no survey,no survey,no survey,,,,,,Education Science (B.A.); Education Science: Education in Europe (M.A.); Kita-Master - Leitung frühkindlicher Bildungseinrichtungen (M.A.),[],https://ranking.zeit.de/che/en/fachbereich/604382,no data,not calculated due to less 10 graduates/year; source: german federal statistical office,,no data,no data,no data,,no data,no data available,,,,,,no data,no data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europa-Universität Flensburg,"Institut für Sprache, Literatur und Medien at the Europa-Uni Flensburg",no data,220,no data available,no data,97.7%,,no survey,no survey,no survey,,,,no survey,no survey,,,no survey,no survey,no survey,no survey,no survey,no survey,no survey,,120,no data,Link,Link,English (B.A.),[],https://ranking.zeit.de/che/en/fachbereich/30105,,no data available,no data,,,,,,,,,,not ranked,not ranked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europa-Universität Flensburg,"Interdisziplinäres Institut für Umwelt-, Sozial- und Humanwissenschaften at the Europa-Uni Flensburg",,,,no data available,,,,,,,,,,,,,,,,,,,,,no data available,teacher qualification degree courses are offered,Link,Link,none,[],https://ranking.zeit.de/che/en/fachbereich/430054,,,,,,,,not calculated because mainly teacher qualification courses,mainly teacher qualification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europa-Universität Flensburg,"Institut für Sprache, Literatur und Medien at the Europa-Uni Flensburg",no data,980,no data available,no data available,97.4%,,,,,,,,,,,,,,,,,,,,480,no data,Link,Link,German (B.A.),[],https://ranking.zeit.de/che/en/fachbereich/30104,,no data available,no data,,,,,,,,,,not ranked,not ranked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europa-Universität Flensburg,"Interdisziplinäres Institut für Umwelt-, Sozial- und Humanwissenschaften at the Europa-Uni Flensburg",,no data,,no data,no data,,,,,,,,,,,,,,,,,,,,,,,,,[],https://ranking.zeit.de/che/en/fachbereich/410529,no data,no data,no data,no data,no data,no data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europa-Universität Flensburg,"Institut für mathematische, naturwissenschaftliche und technische Bildung at the Europa-Uni Flensburg",,,,no data available,,,2.1,2.6,3.1,,,,2.5,2.7,,,,,,1.9,2.6,2.1,2.5,2.2,no data available,teacher qualification degree courses are offered,Link,Link,none,[],https://ranking.zeit.de/che/en/fachbereich/420233,,,,,,,,not calculated because mainly teacher qualification courses,mainly teacher qualification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europa-Universität Flensburg,"Institut für mathematische, naturwissenschaftliche und technische Bildung at the Europa-Uni Flensburg",,30,no Master's degree courses offered,no data available,not calculated because the department offers only teacher qualification programmes,,no survey,no survey,no survey,,,,no survey,no survey,no survey,,no survey,,no survey,no survey,no survey,no survey,no survey,,no data available,teacher qualification degree courses are offered,Link,Link,none,[],https://ranking.zeit.de/che/en/fachbereich/491010,,no data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europa-Universität Flensburg,Institut für Gesellschaftswissenschaften und Theologie at the Europa-Uni Flensburg,no Answer,no data available,no Master's degree courses offered,no data available,not calculated because the department offers only teacher qualification programmes,,no survey,no survey,no survey,,,,no survey,no survey,,,no survey,no survey,no survey,no survey,no survey,no survey,no survey,,no data available,teacher qualification degree courses are offered,Link,Link,none,[],https://ranking.zeit.de/che/en/fachbereich/600767,,no data available,,,,,,,,0.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europa-Universität Flensburg,"Institut für Sprache, Literatur und Medien at the Europa-Uni Flensburg",no data,20,no data available,no data available,no data available,,,,,,,,,,,,,,,,,,,,10,no data,Link,Link,French (B.A.); Spanish (B.A.),[],https://ranking.zeit.de/che/en/fachbereich/604223,,no data available,no data,,,,,,,,,,not ranked,not ranked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europa-Universität Flensburg,"Institut für Gesundheits-, Ernährungs- und Sportwissenschaften at the Europa-Uni Flensburg",,,,no data available,,,,,,,,,,,,,,,,,,,,,no data available,teacher qualification degree courses are offered,Link,Link,none,[],https://ranking.zeit.de/che/en/fachbereich/430669,,,,,,,< 3 Professors at the department,<3 professors at the department on average,<3 Professors at the department on average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian-Albrechts-Universität zu Kiel,Mathematisch-Naturwissenschaftliche Fakultät at the Uni Kiel,54,880,121,7/12points,62.1%,,,2.8,,4/8points,4/8points,3/6points,,2.9,1.9,1.8,1.9,2.4,2.2,,,,2.5,,530,,Link,Link,none,"[{'name': 'Biology (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/20584'}, {'name': 'Biology (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/21542'}, {'name': 'Molecular Biology and Evolution (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/37929'}]",https://ranking.zeit.de/che/en/fachbereich/420121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian-Albrechts-Universität zu Kiel,Wirtschafts- und Sozialwissenschaftliche Fakultät at the Uni Kiel,,"1,150",,4/14points,85.6%,,2.8,2.8,2.7,,,,2.1,2.5,,,2.9,3.3,2.5,2.7,2.3,3.0,2.6,,,,,,,"[{'name': 'Business Administration (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/18901'}, {'name': 'Business Administration (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/18900'}]",https://ranking.zeit.de/che/en/fachbereich/300049,10.0%,43.9%,2.0%,8.9%,28.0%,0.0%,"Points per professor within the range 1,2 to 2,3",16.0T€,0.4,1.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian-Albrechts-Universität zu Kiel,Technische Fakultät at the Uni Kiel,,360,,7/12points,58.6%,,,2.8,2.9,,,,,,,,,3.1,,2.7,,,2.8,,,,,,,"[{'name': 'Business Informatics (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/25102'}, {'name': 'Business Informatics (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/25456'}]",https://ranking.zeit.de/che/en/fachbereich/500573,10.0%,less than 10 graduates / year,1.0%,0.0%,15.8%,0.0%,,,,,,,5/13points,8/13points,5/12points,5/12points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian-Albrechts-Universität zu Kiel,Mathematisch-Naturwissenschaftliche Fakultät at the Uni Kiel,,660,128,no data available,"Median 7,1; Source: Gesellschaft Deutscher Chemiker",,,no survey,,no survey,no survey,no survey,no survey,,no survey,,,,,,,,no survey,,no data available,teacher qualification degree courses are offered,Link,Link,Chemistry (B.Sc.); Industrial Chemistry (B.Sc.); Chemistry (M.Sc.); Industrial Chemistry (M.Sc.),[],https://ranking.zeit.de/che/en/fachbereich/200005,,,,,,,,,,,no participation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian-Albrechts-Universität zu Kiel,Technische Fakultät at the Uni Kiel,,"1,310",115,10/14points,66.2%,,,,,,,,,,,,,,,,,,,,,teacher qualification degree courses are offered,Link,Link,none,"[{'name': 'Computer Science (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/7580'}, {'name': 'Computer Science (B.Sc./B.A., two subjects)', 'url': 'https://ranking.zeit.de/che/en/studiengang/22006'}, {'name': 'Computer Science (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/15420'}, {'name': 'Computer Science (M.A./M.Sc., two subjects)', 'url': 'https://ranking.zeit.de/che/en/studiengang/34675'}]",https://ranking.zeit.de/che/en/fachbereich/400198,2.0%,38.9%,0.0%,0.9%,1.6%,no data,,43.5T€,0.5,,,none,2/9points,6/9points,2/11points,3/11points,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian-Albrechts-Universität zu Kiel,Medizinische Fakultät at the Uni Kiel,,520,no Master's degree courses offered,no data available,87.7%,,no survey,no survey,no survey,,,,no survey,no survey,,,no survey,no survey,no survey,no survey,no survey,no survey,no survey,,,,,,Dentistry (State Examination),[],https://ranking.zeit.de/che/en/fachbereich/420040,,,,,,,12.9,,2.8,23.6%,,,,,,,,,,,5.4,no data available,no data,no survey,no survey,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian-Albrechts-Universität zu Kiel,Wirtschafts- und Sozialwissenschaftliche Fakultät at the Uni Kiel,,"1,650",,10/14points,67.9%,,,,,,,,,,,,,,,,,,,,,,,,,"[{'name': 'Economics (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/18976'}, {'name': 'Socio-Economics (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/38438'}, {'name': 'Economics (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/18977'}, {'name': 'Environmental and Resource Economics (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/38437'}, {'name': 'Quantitative Economics (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/18975'}, {'name': 'Quantitative Finance (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/18978'}]",https://ranking.zeit.de/che/en/fachbereich/300149,no data,32.6%,2.0%,no data,no data,no data,"Points per professor within the range 0,6 to 1,0",36.0T€,0.7,6.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian-Albrechts-Universität zu Kiel,Philosophische Fakultät at the Uni Kiel,no data,870,250,,79.3%,,no survey,no survey,no survey,,,,no survey,no survey,,,no survey,no survey,no survey,no survey,no survey,no survey,no survey,,,,,,"Education Science (B, 2 subjects); Education Science (Mas); Education Science (Mas, dual subject)",[],https://ranking.zeit.de/che/en/fachbereich/30577,no data,46.3%,,no data,no data,no data,2.0,no data,no data available,,,,,,no data,no data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian-Albrechts-Universität zu Kiel,Technische Fakultät at the Uni Kiel,,280,70,8/14points,70.8%,,,,,,,,,2.5,,,,3.1,,,,2.7,,,,,,,none,"[{'name': 'Electrical Engineering and Information Technology (B.Sc.)\n(E&I)', 'url': 'https://ranking.zeit.de/che/en/studiengang/35503'}, {'name': 'Electrical Engineering and Information Technology (M.Sc.)\n(E&I)', 'url': 'https://ranking.zeit.de/che/en/studiengang/35504'}, {'name': 'Electric Propulsion and Control (M.Sc.)\n(E&I)', 'url': 'https://ranking.zeit.de/che/en/studiengang/40947'}]",https://ranking.zeit.de/che/en/fachbereich/9138?subfach=101,5.2%,88.2%,1.0%,no data,no data,41.7%,,83.3T€,1.0,,,,4/9points,6/9points,5/11points,2/11points,3.6,,,,3.1,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian-Albrechts-Universität zu Kiel,Philosophische Fakultät at the Uni Kiel,no data,220,60,no data,64.3%,,no survey,no survey,no survey,,,,no survey,no survey,,,no survey,no survey,no survey,no survey,no survey,no survey,no survey,,580,no data,Link,Link,"English Studies/North American Studies (B, two subjects); English Studies/North American Studies (Mas, two subjects); English and American Literatures as Cultural Studies (Mas)",[],https://ranking.zeit.de/che/en/fachbereich/30574,,38.5%,no data,,,,,,,,,,not ranked,not ranked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian-Albrechts-Universität zu Kiel,Mathematisch-Naturwissenschaftliche Fakultät at the Uni Kiel,,620,220,no data available,72.0%,,2.3,2.7,2.6,,,,2.4,2.6,,1.9,2.0,rank group not assignable,2.2,3.6,2.2,2.6,2.4,2.9,550,teacher qualification degree courses are offered,Link,Link,none,"[{'name': 'Geography (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/21534'}, {'name': 'Sustainability, Society and the Environment (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/34724'}, {'name': 'Environment Geography and Management (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/21537'}, {'name': 'Town- and Regional Management (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/21536'}]",https://ranking.zeit.de/che/en/fachbereich/430085,,not calculated due to <10 graduates/year in the surveyed period,2.0%,,,,,60.1T€,1.0,5.6%,,,1/9points,3/9points,Not enough data available,Not enough data available,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian-Albrechts-Universität zu Kiel,Mathematisch-Naturwissenschaftliche Fakultät at the Uni Kiel,,640,167,no data available,57.1%,,less than 15 answers,less than 15 answers,less than 15 answers,,,,less than 15 answers,less than 15 answers,,less than 15 answers,less than 15 answers,less than 15 answers,less than 15 answers,less than 15 answers,less than 15 answers,less than 15 answers,less than 15 answers,,,,,,none,"[{'name': 'Geosciences (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/27186'}, {'name': 'Geosciences (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/21550'}, {'name': 'Geophysics (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/21549'}, {'name': 'Marine Geosciences (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/40441'}]",https://ranking.zeit.de/che/en/fachbereich/430086,,68.0%,3.0%,,,,,111.6T€,2.3,23.3%,,,1/9points,6,Not enough data available,Not enough data available,2.9,,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian-Albrechts-Universität zu Kiel,Philosophische Fakultät at the Uni Kiel,36,700,260,7/14points,71.4%,,2.0,2.6,2.7,,,,2.6,2.2,,,2.4,3.4,2.6,2.9,2.2,2.9,2.7,,"1,640",teacher qualification (B.Ed./M.Ed.),Link,Link,none,"[{'name': 'German (B.A., two subjects)', 'url': 'https://ranking.zeit.de/che/en/studiengang/23848'}, {'name': 'German (M.A., dual subject)', 'url': 'https://ranking.zeit.de/che/en/studiengang/37525'}, {'name': 'Media Science (M.A., dual subject)', 'url': 'https://ranking.zeit.de/che/en/studiengang/37527'}]",https://ranking.zeit.de/che/en/fachbereich/30188,,53.6%,no data,,,,,,,,,,1/9points,1/9points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian-Albrechts-Universität zu Kiel,Technische Fakultät at the Uni Kiel,,320,,5/12points,53.5%,,,,,,,,,,,,,,,,,,,,,,,,,"[{'name': 'Industrial Engineering, Electrical and Electronic Engineering and Information Engineering (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/19218'}, {'name': 'Industrial Engineering, Electrical and Electronic Engineering and Information Engineering (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/25508'}]",https://ranking.zeit.de/che/en/fachbereich/410274,3.2%,93.7%,1.0%,6.4%,13.2%,25.0%,,,,,,,2/13points,4/13points,3/12points,2/12points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian-Albrechts-Universität zu Kiel,Rechtswissenschaftliche Fakultät at the Uni Kiel,,"2,250",,9/12points,,,2.6,2.8,2.7,,,,2.1,3.0,,,2.5,3.1,2.5,3.0,2.2,2.9,2.5,,,,,,,"[{'name': 'Law (St)', 'url': 'https://ranking.zeit.de/che/en/studiengang/1154'}]",https://ranking.zeit.de/che/en/fachbereich/400201,,,,,,,,10.3T€,1.8,,,,,,,,,,,,,,,,,,60.0%,7/10points,3/4points,2/4points,2/2points,28.1%,2.4,2.8,,,,,,,,,,,,,,,,,,
Christian-Albrechts-Universität zu Kiel,Technische Fakultät at the Uni Kiel,,290,120,8/14points,77.3%,,,,,,,,,,,,,,,,,,,,,,,,none,"[{'name': 'Materials Science (B.Sc.)\n(MatSE)', 'url': 'https://ranking.zeit.de/che/en/studiengang/36613'}, {'name': 'Materials Science and Engineering (M.Sc.)\n(MatSE)', 'url': 'https://ranking.zeit.de/che/en/studiengang/36614'}]",https://ranking.zeit.de/che/en/fachbereich/500470?subfach=108,1.0%,87.1%,no data,46.0%,29.8%,no data,,186.5T€,1.4,,,,,,6/11points,3/11points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian-Albrechts-Universität zu Kiel,Mathematisch-Naturwissenschaftliche Fakultät at the Uni Kiel,,390,74,no data available,61.5%,,,,,,,,,,,,,,,,,,,3.5,610,teacher qualification degree courses are offered,Link,Link,none,"[{'name': 'Mathematics (B)', 'url': 'https://ranking.zeit.de/che/en/studiengang/21580'}, {'name': 'Mathematics (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/40009'}, {'name': 'Financial Mathematics (M)', 'url': 'https://ranking.zeit.de/che/en/studiengang/22130'}]",https://ranking.zeit.de/che/en/fachbereich/400199,,61.1%,,,,,,7.9T€,0.5,,,,1/9points,1/9points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian-Albrechts-Universität zu Kiel,Medizinische Fakultät at the Uni Kiel,,"2,010",no Master's degree courses offered,no data available,97.9%,,no survey,no survey,no survey,,,,no survey,no survey,,,no survey,no survey,no survey,no survey,no survey,no survey,no survey,,,,,,Medicine (State Examination),[],https://ranking.zeit.de/che/en/fachbereich/420039,,,,,,,14.0,,1.4,1.4%,,,,,,,,,,,12.5,no data available,,,,,,,,,,,,,no data,no survey,no survey,no survey,no survey,,,,,,,,,,,,,
Christian-Albrechts-Universität zu Kiel,Mathematisch-Naturwissenschaftliche Fakultät at the Uni Kiel,,550,17,9/12points,78.5%,,2.2,2.3,2.9,,,,1.6,2.1,,,2.5,2.4,3.2,1.9,1.9,2.7,2.1,,,,,,none,"[{'name': 'Pharmacy (State Examination)', 'url': 'https://ranking.zeit.de/che/en/studiengang/7434'}, {'name': 'Drug Research (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/34536'}]",https://ranking.zeit.de/che/en/fachbereich/420313,,,,,,,,18.0T€,2.4,,,,,,,,0.9,,,,4.3,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian-Albrechts-Universität zu Kiel,Mathematisch-Naturwissenschaftliche Fakultät at the Uni Kiel,,670,90,9/14points,75.9%,67.0%,2.0,2.1,2.7,,,,1.4,1.7,1.8,,1.9,,less than 15 answers,2.0,1.6,2.2,1.9,,260,teacher qualification degree courses are offered,Link,Link,none,"[{'name': 'Physics (B)', 'url': 'https://ranking.zeit.de/che/en/studiengang/21573'}, {'name': 'Physics (M)', 'url': 'https://ranking.zeit.de/che/en/studiengang/21574'}]",https://ranking.zeit.de/che/en/fachbereich/400200,,53.8%,0.0%,,,,,,,,,,3/10points,4/10points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
